                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    310,                 1.1214,                0.66632,                 0.9518,                0.60046,                0.47169,                0.50057,                0.30518,                 1.3142,                0.85436,                0.99175,               0.000614,               0.000614,               0.000614
                    311,                 1.1276,                0.66714,                0.95109,                0.60033,                0.47173,                0.50061,                0.30518,                 1.3147,                0.85464,                0.99178,              0.0006095,              0.0006095,              0.0006095
                    312,                 1.1243,                 0.6639,                0.94977,                 0.6014,                0.47087,                0.50051,                0.30524,                 1.3152,                 0.8549,                0.99183,               0.000605,               0.000605,               0.000605
                    313,                 1.1267,                0.66687,                0.95029,                0.60099,                0.47187,                0.50048,                0.30513,                 1.3156,                0.85509,                0.99183,              0.0006005,              0.0006005,              0.0006005
                    314,                 1.1193,                0.66377,                0.95039,                0.60049,                0.47156,                0.50016,                0.30498,                 1.3162,                0.85543,                0.99182,               0.000596,               0.000596,               0.000596
                    315,                 1.1271,                0.66705,                0.95265,                0.60025,                0.47138,                0.50006,                0.30476,                 1.3164,                0.85564,                0.99178,              0.0005915,              0.0005915,              0.0005915
                    316,                  1.124,                0.66351,                0.94794,                0.60063,                0.46981,                0.49986,                0.30464,                 1.3169,                0.85595,                0.99177,               0.000587,               0.000587,               0.000587
                    317,                 1.1216,                0.66125,                0.95113,                0.59916,                0.47001,                0.49985,                0.30464,                 1.3172,                0.85629,                 0.9918,              0.0005825,              0.0005825,              0.0005825
                    318,                 1.1203,                0.66124,                0.94821,                0.60174,                0.46876,                0.49973,                0.30454,                 1.3177,                0.85662,                0.99182,               0.000578,               0.000578,               0.000578
                    319,                 1.1167,                  0.658,                0.95104,                 0.6006,                0.46924,                0.49979,                0.30437,                 1.3187,                0.85678,                0.99189,              0.0005735,              0.0005735,              0.0005735
                    320,                 1.1183,                 0.6596,                0.94697,                0.60059,                0.46913,                0.49967,                0.30441,                 1.3192,                0.85726,                0.99191,               0.000569,               0.000569,               0.000569
                    321,                 1.1229,                0.66039,                0.94812,                0.60179,                0.46812,                0.49955,                0.30444,                 1.3195,                0.85759,                 0.9919,              0.0005645,              0.0005645,              0.0005645
                    322,                 1.1192,                0.66013,                0.95039,                0.60309,                0.46755,                0.49961,                0.30435,                 1.3199,                0.85786,                 0.9919,                0.00056,                0.00056,                0.00056
                    323,                 1.1138,                0.65734,                0.94883,                 0.6032,                0.46782,                0.49944,                0.30439,                 1.3204,                0.85814,                0.99183,              0.0005555,              0.0005555,              0.0005555
                    324,                 1.1252,                0.66728,                0.95068,                0.60065,                0.46948,                0.49967,                0.30443,                 1.3209,                0.85837,                0.99186,               0.000551,               0.000551,               0.000551
                    325,                 1.1166,                0.65843,                0.94781,                 0.6003,                0.46954,                0.49946,                 0.3043,                 1.3212,                0.85877,                0.99182,              0.0005465,              0.0005465,              0.0005465
                    326,                 1.1171,                0.65734,                0.94899,                 0.5986,                0.46991,                0.49954,                0.30421,                 1.3217,                0.85901,                 0.9919,               0.000542,               0.000542,               0.000542
                    327,                 1.1169,                0.65851,                0.94858,                0.59567,                0.47117,                0.49967,                0.30426,                  1.322,                0.85934,                0.99189,              0.0005375,              0.0005375,              0.0005375
                    328,                 1.1098,                0.65694,                0.94807,                0.59576,                0.47108,                0.49945,                0.30402,                 1.3224,                0.85965,                  0.992,               0.000533,               0.000533,               0.000533
                    329,                  1.116,                0.65853,                0.94892,                0.59563,                0.47087,                 0.4994,                0.30396,                 1.3226,                0.85986,                0.99195,              0.0005285,              0.0005285,              0.0005285
                    330,                 1.1205,                 0.6605,                0.94618,                0.59643,                0.47049,                0.49916,                0.30397,                 1.3226,                0.86024,                0.99199,               0.000524,               0.000524,               0.000524
                    331,                 1.1157,                0.65835,                0.94697,                0.59739,                0.46909,                0.49901,                0.30373,                  1.323,                0.86041,                  0.992,              0.0005195,              0.0005195,              0.0005195
                    332,                 1.1028,                0.65142,                0.94545,                0.59725,                0.46891,                0.49922,                0.30397,                 1.3239,                0.86076,                  0.992,               0.000515,               0.000515,               0.000515
                    333,                 1.1129,                0.65326,                0.94839,                0.59677,                0.46871,                0.49923,                0.30413,                 1.3245,                0.86122,                0.99199,              0.0005105,              0.0005105,              0.0005105
                    334,                 1.1043,                0.64964,                0.94676,                0.59651,                0.46856,                0.49914,                0.30408,                 1.3252,                0.86144,                0.99204,               0.000506,               0.000506,               0.000506
                    335,                  1.116,                0.65791,                0.94736,                0.59822,                 0.4679,                0.49902,                0.30401,                 1.3253,                0.86171,                 0.9921,              0.0005015,              0.0005015,              0.0005015
                    336,                 1.1075,                0.65008,                0.94432,                0.59727,                0.46832,                0.49907,                0.30393,                 1.3261,                0.86198,                0.99211,               0.000497,               0.000497,               0.000497
                    337,                 1.1013,                0.64618,                0.94455,                0.59713,                0.46896,                0.49904,                0.30406,                 1.3266,                0.86249,                0.99213,              0.0004925,              0.0004925,              0.0004925
                    338,                  1.096,                0.64457,                0.94418,                 0.5952,                0.46902,                0.49911,                0.30379,                 1.3275,                0.86277,                0.99212,               0.000488,               0.000488,               0.000488
                    339,                 1.1095,                0.65061,                0.94606,                0.59444,                0.46946,                0.49904,                0.30374,                 1.3277,                0.86284,                 0.9921,              0.0004835,              0.0004835,              0.0004835
                    340,                 1.1006,                0.64584,                0.94323,                0.59423,                0.46961,                0.49912,                 0.3036,                 1.3283,                0.86313,                0.99206,               0.000479,               0.000479,               0.000479
                    341,                 1.1047,                0.64782,                0.94484,                0.59277,                0.47111,                0.49914,                0.30359,                 1.3285,                0.86344,                0.99205,              0.0004745,              0.0004745,              0.0004745
                    342,                 1.1046,                0.64985,                0.94348,                0.59427,                0.47028,                0.49888,                0.30341,                  1.329,                0.86384,                 0.9921,                0.00047,                0.00047,                0.00047
                    343,                 1.1083,                  0.649,                0.94438,                0.59308,                0.47063,                0.49902,                0.30355,                 1.3291,                0.86418,                0.99203,              0.0004655,              0.0004655,              0.0004655
                    344,                 1.1049,                0.64744,                0.94448,                0.59204,                 0.4712,                0.49875,                0.30334,                 1.3297,                 0.8644,                0.99211,               0.000461,               0.000461,               0.000461
                    345,                 1.0958,                 0.6428,                0.94171,                0.59103,                0.47084,                0.49856,                0.30324,                 1.3304,                0.86473,                0.99211,              0.0004565,              0.0004565,              0.0004565
                    346,                 1.0993,                0.64458,                0.94456,                 0.5903,                0.47148,                0.49871,                0.30324,                 1.3311,                0.86525,                0.99212,               0.000452,               0.000452,               0.000452
                    347,                  1.097,                0.64334,                0.94292,                0.59345,                0.46976,                0.49843,                0.30316,                 1.3319,                0.86559,                0.99214,              0.0004475,              0.0004475,              0.0004475
                    348,                 1.1077,                 0.6482,                0.94603,                0.59109,                0.47103,                0.49854,                 0.3031,                 1.3322,                0.86574,                0.99217,               0.000443,               0.000443,               0.000443
                    349,                 1.1017,                0.64863,                0.94438,                0.59324,                0.46994,                0.49845,                 0.3031,                 1.3325,                0.86581,                0.99211,              0.0004385,              0.0004385,              0.0004385
                    350,                 1.0968,                 0.6425,                0.94238,                0.59087,                0.47088,                0.49832,                0.30307,                  1.333,                0.86613,                0.99217,               0.000434,               0.000434,               0.000434
                    351,                 1.0986,                0.64382,                0.94362,                0.58806,                 0.4739,                0.49839,                0.30307,                 1.3336,                 0.8664,                0.99225,              0.0004295,              0.0004295,              0.0004295
                    352,                 1.0897,                0.63661,                0.94192,                0.58915,                0.47323,                0.49831,                0.30316,                 1.3341,                0.86645,                0.99226,               0.000425,               0.000425,               0.000425
                    353,                  1.087,                0.63606,                0.94001,                0.59016,                 0.4725,                0.49822,                0.30312,                 1.3351,                0.86682,                0.99232,              0.0004205,              0.0004205,              0.0004205
                    354,                 1.0971,                0.64039,                0.94461,                0.58869,                0.47332,                0.49823,                0.30309,                 1.3351,                0.86701,                0.99226,               0.000416,               0.000416,               0.000416
                    355,                 1.0876,                0.63782,                0.93808,                0.58887,                0.47309,                0.49822,                0.30289,                 1.3359,                0.86716,                0.99232,              0.0004115,              0.0004115,              0.0004115
                    356,                 1.0988,                0.64352,                0.94143,                0.58904,                0.47284,                0.49842,                0.30275,                 1.3363,                0.86744,                0.99236,               0.000407,               0.000407,               0.000407
                    357,                 1.0871,                0.63759,                0.93997,                0.58833,                0.47262,                0.49815,                0.30277,                 1.3367,                0.86755,                0.99236,              0.0004025,              0.0004025,              0.0004025
                    358,                 1.0968,                0.64311,                0.94125,                0.58964,                0.47174,                0.49802,                0.30268,                 1.3369,                0.86791,                0.99241,               0.000398,               0.000398,               0.000398
                    359,                  1.102,                0.64119,                0.94114,                0.59105,                0.47074,                0.49799,                0.30267,                 1.3371,                0.86829,                0.99246,              0.0003935,              0.0003935,              0.0003935
                    360,                 1.0859,                0.63245,                   0.94,                0.58801,                0.47205,                0.49805,                0.30276,                 1.3375,                0.86839,                0.99245,               0.000389,               0.000389,               0.000389
                    361,                 1.0895,                0.63876,                 0.9401,                0.58967,                0.47133,                  0.498,                0.30257,                 1.3378,                0.86862,                0.99247,              0.0003845,              0.0003845,              0.0003845
                    362,                 1.0804,                0.63028,                0.93779,                0.58805,                0.47248,                0.49796,                0.30255,                 1.3384,                  0.869,                 0.9925,                0.00038,                0.00038,                0.00038
                    363,                 1.0857,                0.63731,                0.93869,                  0.589,                0.47135,                0.49792,                0.30253,                 1.3388,                0.86952,                0.99253,              0.0003755,              0.0003755,              0.0003755
                    364,                  1.088,                0.63415,                0.93784,                0.58864,                0.47153,                0.49793,                 0.3025,                 1.3389,                0.86956,                0.99251,               0.000371,               0.000371,               0.000371
                    365,                 1.0926,                0.63901,                0.94124,                 0.5886,                 0.4717,                 0.4978,                0.30234,                  1.339,                0.86971,                0.99253,              0.0003665,              0.0003665,              0.0003665
                    366,                 1.0902,                0.63559,                0.94098,                0.58799,                0.47137,                0.49791,                 0.3024,                 1.3394,                0.87016,                0.99251,               0.000362,               0.000362,               0.000362
                    367,                 1.0839,                0.63344,                 0.9408,                0.58818,                0.47123,                 0.4978,                0.30225,                 1.3397,                0.87022,                0.99251,              0.0003575,              0.0003575,              0.0003575
                    368,                  1.086,                0.63377,                0.93973,                0.58844,                0.47175,                0.49788,                0.30221,                 1.3401,                0.87056,                0.99248,               0.000353,               0.000353,               0.000353
                    369,                 1.0885,                0.63628,                0.94025,                0.58951,                0.47139,                0.49785,                0.30224,                 1.3405,                0.87088,                0.99255,              0.0003485,              0.0003485,              0.0003485
                    370,                 1.0864,                0.63377,                 0.9392,                0.59018,                 0.4703,                 0.4975,                0.30211,                 1.3407,                0.87111,                 0.9926,               0.000344,               0.000344,               0.000344
                    371,                0.96202,                0.52968,                0.90234,                0.58872,                0.47096,                0.49746,                0.30194,                 1.3456,                0.87155,                 0.9926,              0.0003395,              0.0003395,              0.0003395
                    372,                0.95879,                0.52606,                0.89968,                0.58855,                 0.4712,                0.49758,                0.30205,                 1.3497,                0.87189,                 0.9926,               0.000335,               0.000335,               0.000335
                    373,                0.95971,                0.52346,                0.89924,                0.58881,                0.47144,                0.49741,                0.30198,                  1.353,                0.87234,                0.99261,              0.0003305,              0.0003305,              0.0003305
                    374,                0.96258,                0.52482,                0.89915,                0.58746,                0.47197,                 0.4974,                 0.3018,                 1.3556,                0.87245,                 0.9926,               0.000326,               0.000326,               0.000326
                    375,                0.96609,                0.52414,                0.89984,                0.58769,                0.47215,                0.49728,                0.30166,                 1.3579,                0.87274,                0.99271,              0.0003215,              0.0003215,              0.0003215
                    376,                0.96805,                0.52262,                0.89744,                0.58786,                0.47207,                0.49738,                0.30168,                 1.3601,                0.87305,                0.99274,               0.000317,               0.000317,               0.000317
                    377,                0.97099,                0.52418,                0.89883,                0.58635,                0.47285,                0.49708,                0.30146,                 1.3613,                0.87335,                 0.9928,              0.0003125,              0.0003125,              0.0003125
                    378,                0.96781,                0.52123,                0.89762,                0.58682,                0.47332,                0.49753,                0.30154,                 1.3628,                0.87366,                0.99284,               0.000308,               0.000308,               0.000308
                    379,                0.96611,                0.51834,                0.89659,                0.58603,                0.47413,                0.49732,                0.30124,                 1.3641,                0.87406,                0.99285,              0.0003035,              0.0003035,              0.0003035
                    380,                0.96689,                0.51609,                0.89702,                0.58436,                0.47454,                0.49712,                 0.3012,                 1.3649,                0.87442,                0.99288,               0.000299,               0.000299,               0.000299
                    381,                0.96714,                 0.5185,                0.89691,                0.58436,                0.47385,                 0.4968,                0.30111,                 1.3657,                0.87474,                0.99289,              0.0002945,              0.0002945,              0.0002945
                    382,                0.96761,                 0.5165,                0.89644,                 0.5835,                0.47448,                0.49664,                0.30112,                 1.3663,                0.87501,                0.99287,                0.00029,                0.00029,                0.00029
                    383,                0.96669,                0.51615,                0.89574,                0.58428,                 0.4738,                0.49652,                0.30075,                 1.3669,                0.87519,                0.99287,              0.0002855,              0.0002855,              0.0002855
                    384,                0.96893,                0.51743,                0.89691,                0.58429,                 0.4738,                0.49632,                0.30077,                 1.3676,                0.87535,                0.99285,               0.000281,               0.000281,               0.000281
                    385,                0.96545,                0.51421,                0.89637,                0.58495,                0.47445,                0.49626,                0.30085,                 1.3679,                0.87538,                0.99287,              0.0002765,              0.0002765,              0.0002765
                    386,                 0.9713,                0.51839,                 0.8959,                0.58542,                0.47456,                0.49613,                0.30077,                 1.3682,                0.87569,                0.99287,               0.000272,               0.000272,               0.000272
                    387,                0.96461,                 0.5159,                0.89477,                0.58525,                0.47469,                0.49603,                0.30063,                 1.3687,                0.87603,                0.99291,              0.0002675,              0.0002675,              0.0002675
                    388,                0.96258,                0.51199,                0.89452,                0.58542,                0.47474,                0.49585,                0.30032,                 1.3693,                0.87632,                0.99293,               0.000263,               0.000263,               0.000263
                    389,                0.95946,                0.51257,                0.89465,                0.58405,                0.47539,                0.49583,                 0.3003,                 1.3699,                0.87657,                0.99298,              0.0002585,              0.0002585,              0.0002585
                    390,                0.96143,                0.51212,                0.89466,                0.58509,                0.47472,                0.49574,                0.30022,                 1.3701,                0.87708,                0.99293,               0.000254,               0.000254,               0.000254
                    391,                0.96072,                0.51173,                0.89494,                0.58374,                0.47536,                0.49571,                0.30015,                 1.3704,                0.87717,                0.99295,              0.0002495,              0.0002495,              0.0002495
                    392,                0.96022,                0.51093,                0.89309,                0.58334,                0.47501,                0.49563,                0.29993,                 1.3708,                0.87754,                0.99292,               0.000245,               0.000245,               0.000245
                    393,                0.95694,                0.50814,                0.89257,                0.58424,                0.47372,                0.49549,                0.29972,                 1.3715,                0.87793,                0.99304,              0.0002405,              0.0002405,              0.0002405
                    394,                0.95925,                 0.5107,                0.89344,                0.58443,                 0.4741,                 0.4955,                0.29985,                 1.3717,                0.87817,                0.99301,               0.000236,               0.000236,               0.000236
                    395,                0.95822,                 0.5093,                0.89281,                0.58577,                0.47182,                0.49521,                0.29963,                 1.3719,                0.87844,                0.99303,              0.0002315,              0.0002315,              0.0002315
                    396,                0.95491,                0.50804,                0.89311,                0.58617,                 0.4719,                0.49511,                0.29962,                 1.3727,                0.87874,                0.99314,               0.000227,               0.000227,               0.000227
                    397,                0.95979,                0.51113,                0.89363,                 0.5852,                0.47288,                0.49515,                0.29942,                 1.3733,                0.87933,                0.99327,              0.0002225,              0.0002225,              0.0002225
                    398,                0.94988,                0.50492,                0.89289,                0.58403,                0.47253,                0.49484,                0.29933,                 1.3736,                0.87978,                0.99328,               0.000218,               0.000218,               0.000218
                    399,                0.95077,                0.50606,                0.89109,                0.58587,                0.47191,                0.49474,                0.29936,                 1.3741,                0.88012,                0.99338,              0.0002135,              0.0002135,              0.0002135
                    400,                0.94802,                0.50502,                0.88996,                0.58731,                0.47164,                0.49475,                0.29938,                 1.3743,                0.88057,                0.99337,               0.000209,               0.000209,               0.000209
